strikePrice,moneyness,expiryDate,impliedVolatility,skew,ATM_IV
25900,OTM,24-Oct-2024,13.31,1.83,11.48
25950,OTM,24-Oct-2024,13.99,2.51,11.48
26000,OTM,24-Oct-2024,14.31,2.83,11.48
26050,OTM,24-Oct-2024,15.23,3.75,11.48
26100,OTM,24-Oct-2024,15.27,3.789999999999999,11.48
26150,OTM,24-Oct-2024,16.16,4.68,11.48
26200,OTM,24-Oct-2024,16.28,4.800000000000001,11.48
26250,OTM,24-Oct-2024,16.73,5.25,11.48
26300,OTM,24-Oct-2024,17.09,5.609999999999999,11.48
26350,OTM,24-Oct-2024,17.78,6.300000000000001,11.48
26400,OTM,24-Oct-2024,18.48,7.0,11.48
26450,OTM,24-Oct-2024,18.74,7.259999999999998,11.48
26500,OTM,24-Oct-2024,19.06,7.579999999999998,11.48
26550,OTM,24-Oct-2024,19.76,8.280000000000001,11.48
26600,OTM,24-Oct-2024,20.07,8.59,11.48
26650,OTM,24-Oct-2024,20.68,9.2,11.48
26700,OTM,24-Oct-2024,20.85,9.370000000000001,11.48
26750,OTM,24-Oct-2024,21.46,9.98,11.48
26800,OTM,24-Oct-2024,22.07,10.59,11.48
26850,OTM,24-Oct-2024,22.33,10.849999999999998,11.48
26900,OTM,24-Oct-2024,23.06,11.579999999999998,11.48
26950,OTM,24-Oct-2024,23.67,12.190000000000001,11.48
27000,OTM,24-Oct-2024,23.66,12.18,11.48
27050,OTM,24-Oct-2024,24.14,12.66,11.48
27100,OTM,24-Oct-2024,24.62,13.14,11.48
27150,OTM,24-Oct-2024,25.37,13.89,11.48
27200,OTM,24-Oct-2024,25.85,14.370000000000001,11.48
27250,OTM,24-Oct-2024,26.59,15.11,11.48
27300,OTM,24-Oct-2024,26.52,15.04,11.48
27350,OTM,24-Oct-2024,26.99,15.509999999999998,11.48
27400,OTM,24-Oct-2024,27.61,16.13,11.48
27450,OTM,24-Oct-2024,29.0,17.52,11.48
27500,OTM,24-Oct-2024,28.39,16.91,11.48
27550,OTM,24-Oct-2024,29.58,18.099999999999998,11.48
27600,OTM,24-Oct-2024,29.47,17.99,11.48
27650,OTM,24-Oct-2024,29.93,18.45,11.48
27700,OTM,24-Oct-2024,30.23,18.75,11.48
27750,OTM,24-Oct-2024,31.45,19.97,11.48
27800,OTM,24-Oct-2024,31.77,20.29,11.48
27850,OTM,24-Oct-2024,32.24,20.76,11.48
27900,OTM,24-Oct-2024,32.7,21.220000000000002,11.48
27950,OTM,24-Oct-2024,33.0,21.52,11.48
18500,ITM,26-Dec-2024,45.35,32.77,12.58
23000,ITM,26-Dec-2024,12.69,0.10999999999999943,12.58
23500,ITM,26-Dec-2024,12.55,-0.02999999999999936,12.58
24000,ITM,26-Dec-2024,13.23,0.6500000000000004,12.58
24200,ITM,26-Dec-2024,7.72,-4.86,12.58
24250,ITM,26-Dec-2024,9.96,-2.619999999999999,12.58
24300,ITM,26-Dec-2024,10.53,-2.0500000000000007,12.58
24350,ITM,26-Dec-2024,9.52,-3.0600000000000005,12.58
24400,ITM,26-Dec-2024,12.96,0.3800000000000008,12.58
24450,ITM,26-Dec-2024,9.05,-3.5299999999999994,12.58
24500,ITM,26-Dec-2024,12.74,0.16000000000000014,12.58
24550,ITM,26-Dec-2024,10.43,-2.1500000000000004,12.58
24600,ITM,26-Dec-2024,12.45,-0.13000000000000078,12.58
24650,ITM,26-Dec-2024,12.34,-0.2400000000000002,12.58
24700,ITM,26-Dec-2024,12.4,-0.17999999999999972,12.58
24750,ITM,26-Dec-2024,12.4,-0.17999999999999972,12.58
24800,ATM,26-Dec-2024,12.58,0.0,12.58
24850,OTM,26-Dec-2024,12.48,-0.09999999999999964,12.58
24900,OTM,26-Dec-2024,12.44,-0.14000000000000057,12.58
24950,OTM,26-Dec-2024,12.55,-0.02999999999999936,12.58
25000,OTM,26-Dec-2024,12.43,-0.15000000000000036,12.58
25050,OTM,26-Dec-2024,12.23,-0.34999999999999964,12.58
25100,OTM,26-Dec-2024,12.25,-0.33000000000000007,12.58
25150,OTM,26-Dec-2024,12.33,-0.25,12.58
25200,OTM,26-Dec-2024,12.14,-0.4399999999999995,12.58
25250,OTM,26-Dec-2024,11.82,-0.7599999999999998,12.58
25300,OTM,26-Dec-2024,11.93,-0.6500000000000004,12.58
25350,OTM,26-Dec-2024,10.81,-1.7699999999999996,12.58
25400,OTM,26-Dec-2024,11.56,-1.0199999999999996,12.58
25500,OTM,26-Dec-2024,11.81,-0.7699999999999996,12.58
25550,OTM,26-Dec-2024,9.68,-2.9000000000000004,12.58
25600,OTM,26-Dec-2024,11.73,-0.8499999999999996,12.58
25700,OTM,26-Dec-2024,11.61,-0.9700000000000006,12.58
25800,OTM,26-Dec-2024,11.35,-1.2300000000000004,12.58
25900,OTM,26-Dec-2024,11.46,-1.1199999999999992,12.58
26000,OTM,26-Dec-2024,11.38,-1.1999999999999993,12.58
26100,OTM,26-Dec-2024,11.23,-1.3499999999999996,12.58
26200,OTM,26-Dec-2024,11.16,-1.42,12.58
26250,OTM,26-Dec-2024,11.32,-1.2599999999999998,12.58
26300,OTM,26-Dec-2024,11.22,-1.3599999999999994,12.58
26400,OTM,26-Dec-2024,11.05,-1.5299999999999994,12.58
26500,OTM,26-Dec-2024,11.16,-1.42,12.58
26600,OTM,26-Dec-2024,11.05,-1.5299999999999994,12.58
26650,OTM,26-Dec-2024,11.25,-1.33,12.58
26700,OTM,26-Dec-2024,11.16,-1.42,12.58
26800,OTM,26-Dec-2024,11.03,-1.5500000000000007,12.58
26850,OTM,26-Dec-2024,11.38,-1.1999999999999993,12.58
26900,OTM,26-Dec-2024,11.35,-1.2300000000000004,12.58
26950,OTM,26-Dec-2024,10.89,-1.6899999999999995,12.58
27000,OTM,26-Dec-2024,11.23,-1.3499999999999996,12.58
27050,OTM,26-Dec-2024,12.58,0.0,12.58
27100,OTM,26-Dec-2024,11.63,-0.9499999999999993,12.58
27300,OTM,26-Dec-2024,11.97,-0.6099999999999994,12.58
27350,OTM,26-Dec-2024,12.52,-0.0600000000000005,12.58
27400,OTM,26-Dec-2024,11.8,-0.7799999999999994,12.58
27450,OTM,26-Dec-2024,12.13,-0.4499999999999993,12.58
27500,OTM,26-Dec-2024,11.86,-0.7200000000000006,12.58
27550,OTM,26-Dec-2024,12.11,-0.47000000000000064,12.58
27600,OTM,26-Dec-2024,12.17,-0.41000000000000014,12.58
27650,OTM,26-Dec-2024,12.52,-0.0600000000000005,12.58
27700,OTM,26-Dec-2024,12.4,-0.17999999999999972,12.58
27900,OTM,26-Dec-2024,13.07,0.4900000000000002,12.58
27950,OTM,26-Dec-2024,13.13,0.5500000000000007,12.58
28000,OTM,26-Dec-2024,13.15,0.5700000000000003,12.58
29000,OTM,26-Dec-2024,15.06,2.4800000000000004,12.58
30000,OTM,26-Dec-2024,17.69,5.110000000000001,12.58
31000,OTM,26-Dec-2024,20.03,7.450000000000001,12.58
23500,ITM,28-Nov-2024,12.97,0.3000000000000007,12.67
23800,ITM,28-Nov-2024,10.88,-1.7899999999999991,12.67
23950,ITM,28-Nov-2024,13.87,1.1999999999999993,12.67
24000,ITM,28-Nov-2024,13.5,0.8300000000000001,12.67
24050,ITM,28-Nov-2024,12.54,-0.13000000000000078,12.67
24100,ITM,28-Nov-2024,12.77,0.09999999999999964,12.67
24200,ITM,28-Nov-2024,13.94,1.2699999999999996,12.67
24250,ITM,28-Nov-2024,14.07,1.4000000000000004,12.67
24300,ITM,28-Nov-2024,11.97,-0.6999999999999993,12.67
24350,ITM,28-Nov-2024,13.47,0.8000000000000007,12.67
24400,ITM,28-Nov-2024,13.33,0.6600000000000001,12.67
24450,ITM,28-Nov-2024,13.15,0.4800000000000004,12.67
24500,ITM,28-Nov-2024,13.25,0.5800000000000001,12.67
24550,ITM,28-Nov-2024,12.83,0.16000000000000014,12.67
24600,ITM,28-Nov-2024,12.97,0.3000000000000007,12.67
24650,ITM,28-Nov-2024,12.97,0.3000000000000007,12.67
24700,ITM,28-Nov-2024,12.69,0.019999999999999574,12.67
24750,ITM,28-Nov-2024,12.71,0.040000000000000924,12.67
24800,ATM,28-Nov-2024,12.67,0.0,12.67
24850,OTM,28-Nov-2024,12.73,0.0600000000000005,12.67
24900,OTM,28-Nov-2024,12.56,-0.10999999999999943,12.67
24950,OTM,28-Nov-2024,12.48,-0.1899999999999995,12.67
25000,OTM,28-Nov-2024,12.37,-0.3000000000000007,12.67
25050,OTM,28-Nov-2024,12.31,-0.35999999999999943,12.67
25100,OTM,28-Nov-2024,12.13,-0.5399999999999991,12.67
25150,OTM,28-Nov-2024,12.25,-0.41999999999999993,12.67
25200,OTM,28-Nov-2024,12.12,-0.5500000000000007,12.67
25250,OTM,28-Nov-2024,12.08,-0.5899999999999999,12.67
25300,OTM,28-Nov-2024,12.02,-0.6500000000000004,12.67
25350,OTM,28-Nov-2024,11.95,-0.7200000000000006,12.67
25400,OTM,28-Nov-2024,11.79,-0.8800000000000008,12.67
25450,OTM,28-Nov-2024,11.71,-0.9599999999999991,12.67
25500,OTM,28-Nov-2024,11.66,-1.0099999999999998,12.67
25550,OTM,28-Nov-2024,11.49,-1.1799999999999997,12.67
25600,OTM,28-Nov-2024,11.49,-1.1799999999999997,12.67
25650,OTM,28-Nov-2024,11.48,-1.1899999999999995,12.67
25700,OTM,28-Nov-2024,11.48,-1.1899999999999995,12.67
25750,OTM,28-Nov-2024,11.37,-1.3000000000000007,12.67
25800,OTM,28-Nov-2024,10.97,-1.6999999999999993,12.67
25850,OTM,28-Nov-2024,11.22,-1.4499999999999993,12.67
25900,OTM,28-Nov-2024,11.13,-1.5399999999999991,12.67
25950,OTM,28-Nov-2024,11.21,-1.459999999999999,12.67
26000,OTM,28-Nov-2024,11.22,-1.4499999999999993,12.67
26050,OTM,28-Nov-2024,11.17,-1.5,12.67
26100,OTM,28-Nov-2024,11.05,-1.6199999999999992,12.67
26150,OTM,28-Nov-2024,10.95,-1.7200000000000006,12.67
26200,OTM,28-Nov-2024,11.22,-1.4499999999999993,12.67
26250,OTM,28-Nov-2024,11.18,-1.4900000000000002,12.67
26300,OTM,28-Nov-2024,11.17,-1.5,12.67
26350,OTM,28-Nov-2024,10.9,-1.7699999999999996,12.67
26400,OTM,28-Nov-2024,11.15,-1.5199999999999996,12.67
26450,OTM,28-Nov-2024,11.53,-1.1400000000000006,12.67
26500,OTM,28-Nov-2024,11.37,-1.3000000000000007,12.67
26550,OTM,28-Nov-2024,11.53,-1.1400000000000006,12.67
26600,OTM,28-Nov-2024,11.31,-1.3599999999999994,12.67
26650,OTM,28-Nov-2024,11.43,-1.2400000000000002,12.67
26700,OTM,28-Nov-2024,11.55,-1.1199999999999992,12.67
26750,OTM,28-Nov-2024,11.92,-0.75,12.67
26800,OTM,28-Nov-2024,11.62,-1.0500000000000007,12.67
26850,OTM,28-Nov-2024,11.78,-0.8900000000000006,12.67
26900,OTM,28-Nov-2024,11.78,-0.8900000000000006,12.67
26950,OTM,28-Nov-2024,12.07,-0.5999999999999996,12.67
27000,OTM,28-Nov-2024,12.27,-0.40000000000000036,12.67
27050,OTM,28-Nov-2024,12.52,-0.15000000000000036,12.67
27100,OTM,28-Nov-2024,12.51,-0.16000000000000014,12.67
27150,OTM,28-Nov-2024,12.56,-0.10999999999999943,12.67
27200,OTM,28-Nov-2024,12.93,0.2599999999999998,12.67
27250,OTM,28-Nov-2024,12.61,-0.0600000000000005,12.67
27300,OTM,28-Nov-2024,13.25,0.5800000000000001,12.67
27350,OTM,28-Nov-2024,13.31,0.6400000000000006,12.67
27400,OTM,28-Nov-2024,13.37,0.6999999999999993,12.67
27450,OTM,28-Nov-2024,13.83,1.1600000000000001,12.67
27500,OTM,28-Nov-2024,13.62,0.9499999999999993,12.67
27550,OTM,28-Nov-2024,13.92,1.25,12.67
27600,OTM,28-Nov-2024,14.15,1.4800000000000004,12.67
27650,OTM,28-Nov-2024,14.44,1.7699999999999996,12.67
27700,OTM,28-Nov-2024,14.59,1.92,12.67
27750,OTM,28-Nov-2024,14.6,1.9299999999999997,12.67
27800,OTM,28-Nov-2024,14.3,1.6300000000000008,12.67
27900,OTM,28-Nov-2024,15.3,2.630000000000001,12.67
27950,OTM,28-Nov-2024,15.04,2.369999999999999,12.67
22500,ITM,31-Oct-2024,32.08,19.93,12.15
23000,ITM,31-Oct-2024,27.73,15.58,12.15
23100,ITM,31-Oct-2024,28.83,16.68,12.15
23300,ITM,31-Oct-2024,22.75,10.6,12.15
23500,ITM,31-Oct-2024,22.94,10.790000000000001,12.15
23700,ITM,31-Oct-2024,19.95,7.799999999999999,12.15
23800,ITM,31-Oct-2024,18.54,6.389999999999999,12.15
23850,ITM,31-Oct-2024,15.46,3.3100000000000005,12.15
23900,ITM,31-Oct-2024,18.97,6.8199999999999985,12.15
23950,ITM,31-Oct-2024,18.43,6.279999999999999,12.15
24000,ITM,31-Oct-2024,18.02,5.869999999999999,12.15
24050,ITM,31-Oct-2024,14.84,2.6899999999999995,12.15
24100,ITM,31-Oct-2024,16.82,4.67,12.15
24150,ITM,31-Oct-2024,15.36,3.209999999999999,12.15
24200,ITM,31-Oct-2024,15.39,3.24,12.15
24250,ITM,31-Oct-2024,15.9,3.75,12.15
24300,ITM,31-Oct-2024,14.68,2.5299999999999994,12.15
24350,ITM,31-Oct-2024,15.5,3.3499999999999996,12.15
24400,ITM,31-Oct-2024,14.34,2.1899999999999995,12.15
24450,ITM,31-Oct-2024,13.9,1.75,12.15
24500,ITM,31-Oct-2024,13.96,1.8100000000000005,12.15
24550,ITM,31-Oct-2024,13.46,1.3100000000000005,12.15
24600,ITM,31-Oct-2024,13.24,1.0899999999999999,12.15
24650,ITM,31-Oct-2024,12.79,0.6399999999999988,12.15
24700,ITM,31-Oct-2024,12.67,0.5199999999999996,12.15
24750,ITM,31-Oct-2024,11.55,-0.5999999999999996,12.15
24800,ATM,31-Oct-2024,12.15,0.0,12.15
24850,OTM,31-Oct-2024,11.88,-0.2699999999999996,12.15
24900,OTM,31-Oct-2024,11.74,-0.41000000000000014,12.15
24950,OTM,31-Oct-2024,11.52,-0.6300000000000008,12.15
25000,OTM,31-Oct-2024,11.34,-0.8100000000000005,12.15
25050,OTM,31-Oct-2024,11.26,-0.8900000000000006,12.15
25100,OTM,31-Oct-2024,11.18,-0.9700000000000006,12.15
25150,OTM,31-Oct-2024,11.02,-1.1300000000000008,12.15
25200,OTM,31-Oct-2024,10.85,-1.3000000000000007,12.15
25250,OTM,31-Oct-2024,10.84,-1.3100000000000005,12.15
25300,OTM,31-Oct-2024,10.75,-1.4000000000000004,12.15
25350,OTM,31-Oct-2024,10.73,-1.42,12.15
25400,OTM,31-Oct-2024,10.62,-1.5300000000000011,12.15
25450,OTM,31-Oct-2024,10.54,-1.6100000000000012,12.15
25500,OTM,31-Oct-2024,10.58,-1.5700000000000003,12.15
25550,OTM,31-Oct-2024,10.49,-1.6600000000000001,12.15
25600,OTM,31-Oct-2024,10.63,-1.5199999999999996,12.15
25650,OTM,31-Oct-2024,11.03,-1.120000000000001,12.15
25700,OTM,31-Oct-2024,10.96,-1.1899999999999995,12.15
25750,OTM,31-Oct-2024,11.01,-1.1400000000000006,12.15
25800,OTM,31-Oct-2024,11.02,-1.1300000000000008,12.15
25850,OTM,31-Oct-2024,11.21,-0.9399999999999995,12.15
25900,OTM,31-Oct-2024,11.74,-0.41000000000000014,12.15
25950,OTM,31-Oct-2024,11.79,-0.3600000000000012,12.15
26000,OTM,31-Oct-2024,12.04,-0.11000000000000121,12.15
26050,OTM,31-Oct-2024,12.26,0.10999999999999943,12.15
26100,OTM,31-Oct-2024,12.76,0.6099999999999994,12.15
26150,OTM,31-Oct-2024,12.94,0.7899999999999991,12.15
26200,OTM,31-Oct-2024,12.9,0.75,12.15
26250,OTM,31-Oct-2024,13.4,1.25,12.15
26300,OTM,31-Oct-2024,13.34,1.1899999999999995,12.15
26350,OTM,31-Oct-2024,13.93,1.7799999999999994,12.15
26400,OTM,31-Oct-2024,13.99,1.8399999999999999,12.15
26450,OTM,31-Oct-2024,14.5,2.3499999999999996,12.15
26500,OTM,31-Oct-2024,14.7,2.549999999999999,12.15
26550,OTM,31-Oct-2024,15.21,3.0600000000000005,12.15
26600,OTM,31-Oct-2024,15.45,3.299999999999999,12.15
26650,OTM,31-Oct-2024,16.07,3.92,12.15
26700,OTM,31-Oct-2024,15.97,3.8200000000000003,12.15
26750,OTM,31-Oct-2024,16.42,4.270000000000001,12.15
26800,OTM,31-Oct-2024,16.79,4.639999999999999,12.15
26850,OTM,31-Oct-2024,16.92,4.770000000000001,12.15
26900,OTM,31-Oct-2024,17.18,5.029999999999999,12.15
26950,OTM,31-Oct-2024,17.7,5.549999999999999,12.15
27000,OTM,31-Oct-2024,18.06,5.909999999999998,12.15
27050,OTM,31-Oct-2024,18.23,6.08,12.15
27100,OTM,31-Oct-2024,19.06,6.909999999999998,12.15
27150,OTM,31-Oct-2024,18.34,6.1899999999999995,12.15
27200,OTM,31-Oct-2024,19.31,7.159999999999998,12.15
27250,OTM,31-Oct-2024,19.48,7.33,12.15
27300,OTM,31-Oct-2024,19.74,7.589999999999998,12.15
27350,OTM,31-Oct-2024,19.99,7.839999999999998,12.15
27400,OTM,31-Oct-2024,20.13,7.979999999999999,12.15
27450,OTM,31-Oct-2024,20.73,8.58,12.15
27500,OTM,31-Oct-2024,21.03,8.88,12.15
27550,OTM,31-Oct-2024,21.15,8.999999999999998,12.15
27600,OTM,31-Oct-2024,21.55,9.4,12.15
27650,OTM,31-Oct-2024,22.0,9.85,12.15
27700,OTM,31-Oct-2024,22.22,10.069999999999999,12.15
27750,OTM,31-Oct-2024,22.38,10.229999999999999,12.15
27800,OTM,31-Oct-2024,23.18,11.03,12.15
27850,OTM,31-Oct-2024,23.29,11.139999999999999,12.15
27900,OTM,31-Oct-2024,23.91,11.76,12.15
27950,OTM,31-Oct-2024,23.64,11.49,12.15
