strikePrice,expiryDate,impliedVolatility_current,impliedVolatility_baseline,ATM_IV_change,skew_current,skew_baseline,skew_change
25850,07-Nov-2024,12.25,12.33,-0.08051529790660054,-0.1600000000000001,-0.08999999999999986,77.77777777777816
25900,07-Nov-2024,12.61,12.58,-0.08051529790660054,0.1999999999999993,0.16000000000000014,24.999999999999446
25950,07-Nov-2024,12.63,12.85,-0.08051529790660054,0.2200000000000006,0.4299999999999997,-48.837209302325405
26000,07-Nov-2024,12.87,12.91,-0.08051529790660054,0.4599999999999991,0.4900000000000002,-6.1224489795920665
26050,07-Nov-2024,13.43,13.51,-0.08051529790660054,1.0199999999999996,1.0899999999999999,-6.42201834862388
26100,07-Nov-2024,13.31,13.31,-0.08051529790660054,0.9000000000000004,0.8900000000000006,1.123595505617953
26150,07-Nov-2024,14.41,14.41,-0.08051529790660054,2.0,1.9900000000000002,0.5025125628140595
26200,07-Nov-2024,13.62,13.69,-0.08051529790660054,1.209999999999999,1.2699999999999996,-4.724409448818938
26250,07-Nov-2024,13.71,13.78,-0.08051529790660054,1.3000000000000007,1.3599999999999994,-4.411764705882261
26300,07-Nov-2024,14.09,14.09,-0.08051529790660054,1.6799999999999995,1.67,0.5988023952095548
26350,07-Nov-2024,14.24,14.3,-0.08051529790660054,1.83,1.8800000000000008,-2.659574468085143
26400,07-Nov-2024,14.27,14.34,-0.08051529790660054,1.8599999999999997,1.92,-3.1250000000000147
26450,07-Nov-2024,14.35,14.41,-0.08051529790660054,1.9399999999999995,1.9900000000000002,-2.512562814070387
26500,07-Nov-2024,14.64,14.7,-0.08051529790660054,2.2300000000000004,2.2799999999999994,-2.192982456140305
26550,07-Nov-2024,14.94,15.01,-0.08051529790660054,2.53,2.59,-2.3166023166023186
26600,07-Nov-2024,15.0,15.06,-0.08051529790660054,2.59,2.6400000000000006,-1.8939393939394205
26700,07-Nov-2024,15.43,15.49,-0.08051529790660054,3.02,3.0700000000000003,-1.628664495114015
26750,07-Nov-2024,14.67,14.73,-0.08051529790660054,2.26,2.3100000000000005,-2.1645021645021947
26850,07-Nov-2024,16.45,16.52,-0.08051529790660054,4.039999999999999,4.1,-1.4634146341463536
26900,07-Nov-2024,16.25,16.31,-0.08051529790660054,3.84,3.889999999999999,-1.2853470437017724
26950,07-Nov-2024,16.65,16.65,-0.08051529790660054,4.239999999999998,4.229999999999999,0.23640661938533783
27000,07-Nov-2024,16.66,16.74,-0.08051529790660054,4.25,4.3199999999999985,-1.6203703703703365
24500,14-Nov-2024,14.82,15.07,-1.9374068554396406,1.66,1.6500000000000004,0.6060606060605795
24600,14-Nov-2024,12.37,12.62,-1.9374068554396406,-0.7900000000000009,-0.8000000000000007,-1.2499999999999722
24650,14-Nov-2024,12.85,13.07,-1.9374068554396406,-0.3100000000000005,-0.34999999999999964,-11.428571428571196
24700,14-Nov-2024,13.34,13.33,-1.9374068554396406,0.1799999999999997,-0.08999999999999986,-300.0
24750,14-Nov-2024,12.87,13.07,-1.9374068554396406,-0.2900000000000009,-0.34999999999999964,-17.142857142856794
24800,14-Nov-2024,13.16,13.42,-1.9374068554396406,0.0,0.0,
24850,14-Nov-2024,11.59,11.77,-1.9374068554396406,-1.5700000000000005,-1.6500000000000004,-4.848484848484838
24900,14-Nov-2024,12.45,12.78,-1.9374068554396406,-0.7100000000000009,-0.6400000000000006,10.937500000000036
24950,14-Nov-2024,11.29,11.45,-1.9374068554396406,-1.870000000000001,-1.9700000000000006,-5.076142131979676
25000,14-Nov-2024,12.78,13.39,-1.9374068554396406,-0.3800000000000008,-0.02999999999999936,1166.6666666666963
25050,14-Nov-2024,11.55,11.55,-1.9374068554396406,-1.6099999999999994,-1.8699999999999992,-13.903743315508017
25100,14-Nov-2024,12.66,12.8,-1.9374068554396406,-0.5,-0.6199999999999992,-19.354838709677317
25150,14-Nov-2024,12.47,12.64,-1.9374068554396406,-0.6899999999999995,-0.7799999999999994,-11.53846153846153
25200,14-Nov-2024,12.47,12.52,-1.9374068554396406,-0.6899999999999995,-0.9000000000000004,-23.333333333333417
25250,14-Nov-2024,12.5,13.18,-1.9374068554396406,-0.6600000000000001,-0.2400000000000002,174.9999999999998
25300,14-Nov-2024,11.96,12.7,-1.9374068554396406,-1.1999999999999993,-0.7200000000000006,66.66666666666642
25400,14-Nov-2024,12.13,12.23,-1.9374068554396406,-1.0299999999999994,-1.1899999999999995,-13.445378151260522
25500,14-Nov-2024,12.08,12.23,-1.9374068554396406,-1.08,-1.1899999999999995,-9.243697478991553
25600,14-Nov-2024,12.06,12.29,-1.9374068554396406,-1.0999999999999996,-1.1300000000000008,-2.654867256637267
25700,14-Nov-2024,12.02,12.02,-1.9374068554396406,-1.1400000000000006,-1.4000000000000004,-18.57142857142855
25800,14-Nov-2024,12.49,12.57,-1.9374068554396406,-0.6699999999999999,-0.8499999999999996,-21.17647058823527
25900,14-Nov-2024,11.52,11.59,-1.9374068554396406,-1.6400000000000006,-1.83,-10.382513661202157
26000,14-Nov-2024,12.33,12.09,-1.9374068554396406,-0.8300000000000001,-1.33,-37.59398496240601
26100,14-Nov-2024,12.95,13.02,-1.9374068554396406,-0.2100000000000008,-0.40000000000000036,-47.49999999999985
26200,14-Nov-2024,12.94,12.94,-1.9374068554396406,-0.2200000000000006,-0.4800000000000004,-54.16666666666657
26300,14-Nov-2024,13.53,13.53,-1.9374068554396406,0.3699999999999992,0.10999999999999943,236.3636363636374
26400,14-Nov-2024,12.22,12.27,-1.9374068554396406,-0.9399999999999996,-1.1500000000000004,-18.26086956521745
26450,14-Nov-2024,14.54,14.6,-1.9374068554396406,1.379999999999999,1.1799999999999997,16.949152542372826
26500,14-Nov-2024,13.42,13.42,-1.9374068554396406,0.2599999999999998,0.0,inf
26550,14-Nov-2024,13.5,13.5,-1.9374068554396406,0.3399999999999998,0.08000000000000007,324.9999999999994
26600,14-Nov-2024,13.85,13.9,-1.9374068554396406,0.6899999999999995,0.4800000000000004,43.749999999999766
26700,14-Nov-2024,15.07,15.13,-1.9374068554396406,1.91,1.7100000000000009,11.695906432748478
26900,14-Nov-2024,14.78,14.83,-1.9374068554396406,1.6199999999999992,1.4100000000000001,14.893617021276528
24500,21-Nov-2024,13.15,13.38,-1.4987510407993316,1.3200000000000005,1.370000000000001,-3.649635036496383
24600,21-Nov-2024,10.76,10.99,-1.4987510407993316,-1.0700000000000005,-1.0199999999999996,4.901960784313819
24700,21-Nov-2024,14.84,14.84,-1.4987510407993316,3.01,2.83,6.360424028268541
24800,21-Nov-2024,11.83,12.01,-1.4987510407993316,0.0,0.0,
24850,21-Nov-2024,16.12,16.28,-1.4987510407993316,4.290000000000001,4.270000000000001,0.46838407494144185
25000,21-Nov-2024,12.35,12.35,-1.4987510407993316,0.5199999999999996,0.33999999999999986,52.941176470588175
25800,21-Nov-2024,11.68,11.76,-1.4987510407993316,-0.1500000000000003,-0.25,-39.99999999999988
25950,21-Nov-2024,11.88,11.6,-1.4987510407993316,0.0500000000000007,-0.41000000000000014,-112.19512195121968
26000,21-Nov-2024,12.12,12.19,-1.4987510407993316,0.2899999999999991,0.17999999999999972,61.111111111110866
26100,21-Nov-2024,11.87,11.94,-1.4987510407993316,0.0399999999999991,-0.07000000000000028,-157.1428571428556
26500,21-Nov-2024,12.49,12.6,-1.4987510407993316,0.6600000000000001,0.5899999999999999,11.864406779661069
23100,24-Oct-2024,54.95,57.3,0.26857654431512407,43.75,46.129999999999995,-5.1593323216995355
24550,24-Oct-2024,6.53,7.71,0.26857654431512407,-4.669999999999999,-3.46,34.97109826589593
24600,24-Oct-2024,8.82,8.71,0.26857654431512407,-2.379999999999999,-2.459999999999999,-3.252032520325207
24650,24-Oct-2024,9.89,9.96,0.26857654431512407,-1.3099999999999987,-1.209999999999999,8.264462809917333
24700,24-Oct-2024,10.53,10.32,0.26857654431512407,-0.6699999999999999,-0.8499999999999996,-21.17647058823527
24750,24-Oct-2024,11.01,10.74,0.26857654431512407,-0.1899999999999995,-0.4299999999999997,-55.81395348837218
24800,24-Oct-2024,11.2,11.17,0.26857654431512407,0.0,0.0,
24850,24-Oct-2024,11.5,11.43,0.26857654431512407,0.3000000000000007,0.2599999999999998,15.384615384615753
24900,24-Oct-2024,11.72,11.67,0.26857654431512407,0.5200000000000014,0.5,4.00000000000027
24950,24-Oct-2024,11.93,11.89,0.26857654431512407,0.7300000000000004,0.7200000000000006,1.388888888888858
25000,24-Oct-2024,12.09,12.12,0.26857654431512407,0.8900000000000006,0.9499999999999993,-6.315789473684081
25050,24-Oct-2024,12.24,12.25,0.26857654431512407,1.040000000000001,1.08,-3.7037037037036247
25100,24-Oct-2024,12.38,12.4,0.26857654431512407,1.1800000000000015,1.2300000000000004,-4.065040650406416
25150,24-Oct-2024,12.52,12.6,0.26857654431512407,1.3200000000000005,1.4299999999999997,-7.692307692307639
25200,24-Oct-2024,12.75,12.8,0.26857654431512407,1.5500000000000007,1.6300000000000008,-4.907975460122701
25250,24-Oct-2024,12.92,12.92,0.26857654431512407,1.7200000000000006,1.75,-1.7142857142856778
25300,24-Oct-2024,13.07,13.15,0.26857654431512407,1.870000000000001,1.9800000000000004,-5.555555555555526
25350,24-Oct-2024,13.24,13.34,0.26857654431512407,2.040000000000001,2.17,-5.990783410138203
25400,24-Oct-2024,13.53,13.64,0.26857654431512407,2.33,2.4700000000000006,-5.668016194332005
25450,24-Oct-2024,13.92,14.07,0.26857654431512407,2.7200000000000006,2.9000000000000004,-6.206896551724127
25500,24-Oct-2024,14.28,14.47,0.26857654431512407,3.08,3.3000000000000007,-6.666666666666685
25550,24-Oct-2024,14.62,14.76,0.26857654431512407,3.42,3.59,-4.735376044568243
25600,24-Oct-2024,15.33,15.41,0.26857654431512407,4.130000000000001,4.24,-2.594339622641496
25650,24-Oct-2024,16.14,16.14,0.26857654431512407,4.940000000000001,4.970000000000001,-0.6036217303822808
25700,24-Oct-2024,16.57,16.71,0.26857654431512407,5.370000000000001,5.540000000000001,-3.068592057761731
25750,24-Oct-2024,17.39,17.53,0.26857654431512407,6.190000000000001,6.360000000000001,-2.6729559748427656
25800,24-Oct-2024,17.98,18.26,0.26857654431512407,6.780000000000001,7.090000000000002,-4.3723554301833625
25850,24-Oct-2024,18.69,18.99,0.26857654431512407,7.490000000000002,7.8199999999999985,-4.219948849104815
25900,24-Oct-2024,19.53,19.53,0.26857654431512407,8.330000000000002,8.360000000000001,-0.35885167464114065
25950,24-Oct-2024,20.18,20.4,0.26857654431512407,8.98,9.229999999999999,-2.708559046587197
26000,24-Oct-2024,21.05,21.36,0.26857654431512407,9.85,10.19,-3.3366045142296357
26050,24-Oct-2024,21.73,21.86,0.26857654431512407,10.53,10.69,-1.4967259120673542
26100,24-Oct-2024,22.3,22.53,0.26857654431512407,11.1,11.360000000000001,-2.288732394366211
26150,24-Oct-2024,23.06,23.29,0.26857654431512407,11.86,12.12,-2.1452145214521434
26200,24-Oct-2024,23.82,23.82,0.26857654431512407,12.62,12.65,-0.23715415019763744
26250,24-Oct-2024,24.45,24.69,0.26857654431512407,13.25,13.520000000000001,-1.997041420118353
26300,24-Oct-2024,24.94,25.19,0.26857654431512407,13.740000000000002,14.020000000000001,-1.9971469329529197
26350,24-Oct-2024,25.54,25.93,0.26857654431512407,14.34,14.76,-2.8455284552845526
26400,24-Oct-2024,26.53,26.53,0.26857654431512407,15.330000000000002,15.360000000000001,-0.1953124999999958
26450,24-Oct-2024,26.99,27.26,0.26857654431512407,15.79,16.090000000000003,-1.8645121193288017
26500,24-Oct-2024,27.72,27.98,0.26857654431512407,16.52,16.810000000000002,-1.7251635930993614
26550,24-Oct-2024,28.4,28.4,0.26857654431512407,17.2,17.229999999999997,-0.17411491584444336
26600,24-Oct-2024,28.95,28.95,0.26857654431512407,17.75,17.78,-0.16872890888639558
26650,24-Oct-2024,30.13,30.13,0.26857654431512407,18.93,18.96,-0.1582278481012718
26700,24-Oct-2024,30.07,30.19,0.26857654431512407,18.87,19.020000000000003,-0.7886435331230395
26750,24-Oct-2024,31.23,31.23,0.26857654431512407,20.03,20.060000000000002,-0.1495513459621193
26800,24-Oct-2024,31.57,31.57,0.26857654431512407,20.37,20.4,-0.14705882352939995
26850,24-Oct-2024,32.14,32.45,0.26857654431512407,20.94,21.28,-1.5977443609022548
26900,24-Oct-2024,32.64,32.95,0.26857654431512407,21.44,21.78,-1.561065197428833
26950,24-Oct-2024,33.52,33.63,0.26857654431512407,22.320000000000004,22.46,-0.6233303650934863
27000,24-Oct-2024,33.79,34.12,0.26857654431512407,22.59,22.949999999999996,-1.5686274509803746
27050,24-Oct-2024,34.67,34.79,0.26857654431512407,23.47,23.619999999999997,-0.6350550381032963
27100,24-Oct-2024,35.67,35.67,0.26857654431512407,24.47,24.5,-0.12244897959184138
27150,24-Oct-2024,36.13,36.13,0.26857654431512407,24.930000000000003,24.96,-0.12019230769229801
27200,24-Oct-2024,36.46,36.8,0.26857654431512407,25.26,25.629999999999995,-1.4436207569254544
27250,24-Oct-2024,37.56,37.89,0.26857654431512407,26.360000000000003,26.72,-1.3473053892215414
27300,24-Oct-2024,38.13,38.13,0.26857654431512407,26.930000000000003,26.96,-0.11127596439168243
27350,24-Oct-2024,38.79,38.79,0.26857654431512407,27.59,27.619999999999997,-0.10861694424329321
27400,24-Oct-2024,39.33,39.89,0.26857654431512407,28.13,28.72,-2.0543175487465177
27450,24-Oct-2024,39.99,40.55,0.26857654431512407,28.790000000000003,29.379999999999995,-2.00816882232809
27500,24-Oct-2024,40.4,40.51,0.26857654431512407,29.2,29.339999999999996,-0.4771642808452523
27550,24-Oct-2024,41.29,42.08,0.26857654431512407,30.09,30.909999999999997,-2.6528631510837815
27600,24-Oct-2024,41.94,42.29,0.26857654431512407,30.74,31.119999999999997,-1.2210796915167064
27650,24-Oct-2024,42.94,42.94,0.26857654431512407,31.74,31.769999999999996,-0.09442870632671573
27700,24-Oct-2024,43.59,43.59,0.26857654431512407,32.39,32.42,-0.09253547193091034
27750,24-Oct-2024,44.36,44.92,0.26857654431512407,33.16,33.75,-1.7481481481481582
27800,24-Oct-2024,44.77,45.57,0.26857654431512407,33.57000000000001,34.4,-2.412790697674393
27850,24-Oct-2024,46.0,46.0,0.26857654431512407,34.8,34.83,-0.08613264427218242
27900,24-Oct-2024,46.05,46.41,0.26857654431512407,34.849999999999994,35.239999999999995,-1.1066969353007963
27950,24-Oct-2024,47.05,47.05,0.26857654431512407,35.849999999999994,35.879999999999995,-0.08361204013378244
24000,26-Dec-2024,12.14,12.57,-0.6482982171799033,-0.1199999999999992,0.23000000000000043,-152.17391304347782
24300,26-Dec-2024,12.11,12.31,-0.6482982171799033,-0.1500000000000003,-0.02999999999999936,400.00000000001165
24400,26-Dec-2024,12.54,12.72,-0.6482982171799033,0.2799999999999993,0.3800000000000008,-26.315789473684543
24500,26-Dec-2024,11.75,12.6,-0.6482982171799033,-0.5099999999999998,0.2599999999999998,-296.15384615384625
24600,26-Dec-2024,12.09,12.09,-0.6482982171799033,-0.1699999999999999,-0.25,-32.00000000000004
24700,26-Dec-2024,12.21,12.64,-0.6482982171799033,-0.0499999999999989,0.3000000000000007,-116.66666666666625
24750,26-Dec-2024,12.49,12.62,-0.6482982171799033,0.2300000000000004,0.27999999999999936,-17.857142857142527
24800,26-Dec-2024,12.26,12.34,-0.6482982171799033,0.0,0.0,
24850,26-Dec-2024,12.72,12.85,-0.6482982171799033,0.4600000000000008,0.5099999999999998,-9.803921568627256
24900,26-Dec-2024,12.4,12.4,-0.6482982171799033,0.1400000000000005,0.0600000000000005,133.33333333333226
24950,26-Dec-2024,12.15,12.29,-0.6482982171799033,-0.1099999999999994,-0.05000000000000071,119.99999999999568
25000,26-Dec-2024,12.23,12.31,-0.6482982171799033,-0.0299999999999993,-0.02999999999999936,-1.9660199394404232e-13
25050,26-Dec-2024,12.21,12.21,-0.6482982171799033,-0.0499999999999989,-0.129999999999999,-61.538461538462094
25100,26-Dec-2024,12.16,12.16,-0.6482982171799033,-0.0999999999999996,-0.17999999999999972,-44.44444444444457
25150,26-Dec-2024,11.93,11.84,-0.6482982171799033,-0.33,-0.5,-34.0
25200,26-Dec-2024,11.91,12.01,-0.6482982171799033,-0.3499999999999996,-0.33000000000000007,6.060606060605913
25250,26-Dec-2024,12.5,12.6,-0.6482982171799033,0.2400000000000002,0.2599999999999998,-7.692307692307534
25300,26-Dec-2024,11.13,11.22,-0.6482982171799033,-1.129999999999999,-1.1199999999999992,0.8928571428571245
25350,26-Dec-2024,11.59,11.68,-0.6482982171799033,-0.6699999999999999,-0.6600000000000001,1.5151515151514825
25400,26-Dec-2024,11.64,12.0,-0.6482982171799033,-0.6199999999999992,-0.33999999999999986,82.35294117647044
25500,26-Dec-2024,11.85,11.82,-0.6482982171799033,-0.4100000000000001,-0.5199999999999996,-21.15384615384607
25600,26-Dec-2024,11.69,11.69,-0.6482982171799033,-0.5700000000000003,-0.6500000000000004,-12.307692307692312
25700,26-Dec-2024,11.58,11.52,-0.6482982171799033,-0.6799999999999997,-0.8200000000000003,-17.073170731707382
25800,26-Dec-2024,11.58,11.7,-0.6482982171799033,-0.6799999999999997,-0.6400000000000006,6.2499999999998614
25900,26-Dec-2024,11.38,11.38,-0.6482982171799033,-0.879999999999999,-0.9599999999999991,-8.333333333333348
26000,26-Dec-2024,11.51,11.51,-0.6482982171799033,-0.75,-0.8300000000000001,-9.638554216867478
26100,26-Dec-2024,11.07,11.38,-0.6482982171799033,-1.1899999999999995,-0.9599999999999991,23.9583333333334
26200,26-Dec-2024,11.21,11.26,-0.6482982171799033,-1.049999999999999,-1.08,-2.777777777777883
26250,26-Dec-2024,11.53,11.59,-0.6482982171799033,-0.7300000000000004,-0.75,-2.6666666666666097
26300,26-Dec-2024,11.48,11.48,-0.6482982171799033,-0.7799999999999994,-0.8599999999999994,-9.302325581395364
26400,26-Dec-2024,11.32,11.32,-0.6482982171799033,-0.9399999999999996,-1.0199999999999996,-7.8431372549019605
26500,26-Dec-2024,11.43,11.43,-0.6482982171799033,-0.8300000000000001,-0.9100000000000001,-8.791208791208797
26600,26-Dec-2024,11.3,11.24,-0.6482982171799033,-0.9599999999999992,-1.0999999999999996,-12.727272727272773
26700,26-Dec-2024,11.16,11.21,-0.6482982171799033,-1.0999999999999996,-1.129999999999999,-2.654867256637114
26800,26-Dec-2024,11.41,11.46,-0.6482982171799033,-0.8499999999999996,-0.879999999999999,-3.4090909090908403
26850,26-Dec-2024,11.96,11.96,-0.6482982171799033,-0.2999999999999989,-0.379999999999999,-21.052631578947455
26900,26-Dec-2024,12.9,12.94,-0.6482982171799033,0.6400000000000006,0.5999999999999996,6.666666666666824
26950,26-Dec-2024,11.4,11.45,-0.6482982171799033,-0.8599999999999994,-0.8900000000000006,-3.370786516854058
27000,26-Dec-2024,11.65,11.65,-0.6482982171799033,-0.6099999999999994,-0.6899999999999995,-11.594202898550744
27300,26-Dec-2024,12.08,12.12,-0.6482982171799033,-0.1799999999999997,-0.22000000000000064,-18.18181818181856
27400,26-Dec-2024,12.27,12.31,-0.6482982171799033,0.0099999999999997,-0.02999999999999936,-133.33333333333306
27500,26-Dec-2024,12.06,12.25,-0.6482982171799033,-0.1999999999999993,-0.08999999999999986,122.22222222222179
27700,26-Dec-2024,12.98,13.01,-0.6482982171799033,0.7200000000000006,0.6699999999999999,7.462686567164286
27900,26-Dec-2024,12.97,13.01,-0.6482982171799033,0.7100000000000009,0.6699999999999999,5.970149253731482
28000,26-Dec-2024,13.52,13.52,-0.6482982171799033,1.2599999999999998,1.1799999999999997,6.77966101694916
29000,26-Dec-2024,15.39,15.48,-0.6482982171799033,3.130000000000001,3.1400000000000006,-0.318471337579611
30000,26-Dec-2024,18.05,18.07,-0.6482982171799033,5.790000000000001,5.73,1.0471204188481762
31000,26-Dec-2024,20.16,20.19,-0.6482982171799033,7.9,7.850000000000001,0.636942675159222
24000,28-Nov-2024,11.89,12.6,0.16313213703099164,-0.3899999999999988,0.33999999999999986,-214.70588235294085
24150,28-Nov-2024,12.73,13.04,0.16313213703099164,0.450000000000001,0.7799999999999994,-42.307692307692136
24200,28-Nov-2024,12.38,12.68,0.16313213703099164,0.1000000000000014,0.41999999999999993,-76.19047619047585
24300,28-Nov-2024,12.1,12.37,0.16313213703099164,-0.1799999999999997,0.10999999999999943,-263.63636363636425
24350,28-Nov-2024,14.38,14.61,0.16313213703099164,2.1000000000000014,2.3499999999999996,-10.63829787234035
24400,28-Nov-2024,12.05,12.32,0.16313213703099164,-0.2299999999999986,0.0600000000000005,-483.3333333333278
24450,28-Nov-2024,12.48,12.48,0.16313213703099164,0.200000000000001,0.22000000000000064,-9.090909090908896
24500,28-Nov-2024,12.36,12.35,0.16313213703099164,0.08,0.08999999999999986,-11.111111111110969
24550,28-Nov-2024,12.14,12.35,0.16313213703099164,-0.1399999999999988,0.08999999999999986,-255.55555555555446
24600,28-Nov-2024,12.04,12.66,0.16313213703099164,-0.2400000000000002,0.40000000000000036,-160.0
24650,28-Nov-2024,12.42,12.42,0.16313213703099164,0.1400000000000005,0.16000000000000014,-12.499999999999757
24700,28-Nov-2024,12.31,12.52,0.16313213703099164,0.0300000000000011,0.2599999999999998,-88.46153846153803
24750,28-Nov-2024,12.39,12.56,0.16313213703099164,0.1100000000000012,0.3000000000000007,-63.333333333333016
24800,28-Nov-2024,12.28,12.26,0.16313213703099164,0.0,0.0,
24850,28-Nov-2024,12.28,12.3,0.16313213703099164,0.0,0.040000000000000924,-100.0
24900,28-Nov-2024,12.25,12.13,0.16313213703099164,-0.0299999999999993,-0.129999999999999,-76.92307692307728
24950,28-Nov-2024,12.09,12.4,0.16313213703099164,-0.1899999999999995,0.14000000000000057,-235.7142857142848
25000,28-Nov-2024,12.1,12.1,0.16313213703099164,-0.1799999999999997,-0.16000000000000014,12.499999999999705
25050,28-Nov-2024,12.17,12.36,0.16313213703099164,-0.1099999999999994,0.09999999999999964,-209.99999999999977
25100,28-Nov-2024,11.98,11.97,0.16313213703099164,-0.2999999999999989,-0.28999999999999915,3.448275862068883
25150,28-Nov-2024,11.96,11.96,0.16313213703099164,-0.3199999999999985,-0.29999999999999893,6.666666666666548
25200,28-Nov-2024,11.86,11.86,0.16313213703099164,-0.4199999999999999,-0.40000000000000036,4.999999999999875
25250,28-Nov-2024,12.08,12.08,0.16313213703099164,-0.1999999999999993,-0.17999999999999972,11.111111111110892
25300,28-Nov-2024,11.8,11.8,0.16313213703099164,-0.4799999999999986,-0.4599999999999991,4.347826086956426
25350,28-Nov-2024,11.74,11.74,0.16313213703099164,-0.5399999999999991,-0.5199999999999996,3.846153846153767
25400,28-Nov-2024,11.8,11.74,0.16313213703099164,-0.4799999999999986,-0.5199999999999996,-7.692307692307886
25450,28-Nov-2024,11.75,11.84,0.16313213703099164,-0.5299999999999994,-0.41999999999999993,26.19047619047606
25500,28-Nov-2024,11.65,11.62,0.16313213703099164,-0.629999999999999,-0.6400000000000006,-1.562500000000243
25550,28-Nov-2024,11.5,11.58,0.16313213703099164,-0.7799999999999994,-0.6799999999999997,14.70588235294113
25600,28-Nov-2024,11.54,11.54,0.16313213703099164,-0.7400000000000002,-0.7200000000000006,2.777777777777716
25650,28-Nov-2024,11.48,11.65,0.16313213703099164,-0.7999999999999989,-0.6099999999999994,31.147540983606504
25700,28-Nov-2024,11.56,11.56,0.16313213703099164,-0.7199999999999989,-0.6999999999999993,2.857142857142799
25750,28-Nov-2024,11.41,11.49,0.16313213703099164,-0.8699999999999992,-0.7699999999999996,12.987012987012948
25800,28-Nov-2024,11.46,11.53,0.16313213703099164,-0.8199999999999985,-0.7300000000000004,12.3287671232874
25850,28-Nov-2024,11.62,11.62,0.16313213703099164,-0.6600000000000001,-0.6400000000000006,3.1249999999999307
25900,28-Nov-2024,11.37,11.35,0.16313213703099164,-0.91,-0.9100000000000001,-1.220025301785886e-14
25950,28-Nov-2024,11.44,11.35,0.16313213703099164,-0.8399999999999999,-0.9100000000000001,-7.692307692307723
26000,28-Nov-2024,11.43,11.42,0.16313213703099164,-0.8499999999999996,-0.8399999999999999,1.1904761904761654
26050,28-Nov-2024,11.12,11.18,0.16313213703099164,-1.16,-1.08,7.407407407407393
26100,28-Nov-2024,11.37,11.4,0.16313213703099164,-0.91,-0.8599999999999994,5.813953488372167
26150,28-Nov-2024,11.37,11.32,0.16313213703099164,-0.91,-0.9399999999999995,-3.191489361702073
