strikePrice,moneyness,expiryDate,impliedVolatility,skew,ATM_IV
26500,OTM,07-Nov-2024,14.7,2.2799999999999994,12.42
26550,OTM,07-Nov-2024,15.01,2.59,12.42
26600,OTM,07-Nov-2024,15.06,2.6400000000000006,12.42
26700,OTM,07-Nov-2024,15.49,3.0700000000000003,12.42
26750,OTM,07-Nov-2024,14.73,2.3100000000000005,12.42
26850,OTM,07-Nov-2024,16.52,4.1,12.42
26900,OTM,07-Nov-2024,16.31,3.889999999999999,12.42
26950,OTM,07-Nov-2024,16.65,4.229999999999999,12.42
27000,OTM,07-Nov-2024,16.74,4.3199999999999985,12.42
24500,ITM,14-Nov-2024,15.07,1.6500000000000004,13.42
24600,ITM,14-Nov-2024,12.62,-0.8000000000000007,13.42
24650,ITM,14-Nov-2024,13.07,-0.34999999999999964,13.42
24700,ITM,14-Nov-2024,13.33,-0.08999999999999986,13.42
24750,ITM,14-Nov-2024,13.07,-0.34999999999999964,13.42
24800,ATM,14-Nov-2024,13.42,0.0,13.42
24850,OTM,14-Nov-2024,11.77,-1.6500000000000004,13.42
24900,OTM,14-Nov-2024,12.78,-0.6400000000000006,13.42
24950,OTM,14-Nov-2024,11.45,-1.9700000000000006,13.42
25000,OTM,14-Nov-2024,13.39,-0.02999999999999936,13.42
25050,OTM,14-Nov-2024,11.55,-1.8699999999999992,13.42
25100,OTM,14-Nov-2024,12.8,-0.6199999999999992,13.42
25150,OTM,14-Nov-2024,12.64,-0.7799999999999994,13.42
25200,OTM,14-Nov-2024,12.52,-0.9000000000000004,13.42
25250,OTM,14-Nov-2024,13.18,-0.2400000000000002,13.42
25300,OTM,14-Nov-2024,12.7,-0.7200000000000006,13.42
25400,OTM,14-Nov-2024,12.23,-1.1899999999999995,13.42
25500,OTM,14-Nov-2024,12.23,-1.1899999999999995,13.42
25600,OTM,14-Nov-2024,12.29,-1.1300000000000008,13.42
25700,OTM,14-Nov-2024,12.02,-1.4000000000000004,13.42
25800,OTM,14-Nov-2024,12.57,-0.8499999999999996,13.42
25900,OTM,14-Nov-2024,11.59,-1.83,13.42
26000,OTM,14-Nov-2024,12.09,-1.33,13.42
26100,OTM,14-Nov-2024,13.02,-0.40000000000000036,13.42
26200,OTM,14-Nov-2024,12.94,-0.4800000000000004,13.42
26300,OTM,14-Nov-2024,13.53,0.10999999999999943,13.42
26400,OTM,14-Nov-2024,12.27,-1.1500000000000004,13.42
26450,OTM,14-Nov-2024,14.6,1.1799999999999997,13.42
26500,OTM,14-Nov-2024,13.42,0.0,13.42
26550,OTM,14-Nov-2024,13.5,0.08000000000000007,13.42
26600,OTM,14-Nov-2024,13.9,0.4800000000000004,13.42
26700,OTM,14-Nov-2024,15.13,1.7100000000000009,13.42
26750,OTM,14-Nov-2024,14.93,1.5099999999999998,13.42
26900,OTM,14-Nov-2024,14.83,1.4100000000000001,13.42
24500,ITM,21-Nov-2024,13.38,1.370000000000001,12.01
24600,ITM,21-Nov-2024,10.99,-1.0199999999999996,12.01
24700,ITM,21-Nov-2024,14.84,2.83,12.01
24800,ATM,21-Nov-2024,12.01,0.0,12.01
24850,OTM,21-Nov-2024,16.28,4.270000000000001,12.01
25000,OTM,21-Nov-2024,12.35,0.33999999999999986,12.01
25800,OTM,21-Nov-2024,11.76,-0.25,12.01
25950,OTM,21-Nov-2024,11.6,-0.41000000000000014,12.01
26000,OTM,21-Nov-2024,12.19,0.17999999999999972,12.01
26100,OTM,21-Nov-2024,11.94,-0.07000000000000028,12.01
26500,OTM,21-Nov-2024,12.6,0.5899999999999999,12.01
23100,ITM,24-Oct-2024,57.3,46.129999999999995,11.17
24550,ITM,24-Oct-2024,7.71,-3.46,11.17
24600,ITM,24-Oct-2024,8.71,-2.459999999999999,11.17
24650,ITM,24-Oct-2024,9.96,-1.209999999999999,11.17
24700,ITM,24-Oct-2024,10.32,-0.8499999999999996,11.17
24750,ITM,24-Oct-2024,10.74,-0.4299999999999997,11.17
24800,ATM,24-Oct-2024,11.17,0.0,11.17
24850,OTM,24-Oct-2024,11.43,0.2599999999999998,11.17
24900,OTM,24-Oct-2024,11.67,0.5,11.17
24950,OTM,24-Oct-2024,11.89,0.7200000000000006,11.17
25000,OTM,24-Oct-2024,12.12,0.9499999999999993,11.17
25050,OTM,24-Oct-2024,12.25,1.08,11.17
25100,OTM,24-Oct-2024,12.4,1.2300000000000004,11.17
25150,OTM,24-Oct-2024,12.6,1.4299999999999997,11.17
25200,OTM,24-Oct-2024,12.8,1.6300000000000008,11.17
25250,OTM,24-Oct-2024,12.92,1.75,11.17
25300,OTM,24-Oct-2024,13.15,1.9800000000000004,11.17
25350,OTM,24-Oct-2024,13.34,2.17,11.17
25400,OTM,24-Oct-2024,13.64,2.4700000000000006,11.17
25450,OTM,24-Oct-2024,14.07,2.9000000000000004,11.17
25500,OTM,24-Oct-2024,14.47,3.3000000000000007,11.17
25550,OTM,24-Oct-2024,14.76,3.59,11.17
25600,OTM,24-Oct-2024,15.41,4.24,11.17
25650,OTM,24-Oct-2024,16.14,4.970000000000001,11.17
25700,OTM,24-Oct-2024,16.71,5.540000000000001,11.17
25750,OTM,24-Oct-2024,17.53,6.360000000000001,11.17
25800,OTM,24-Oct-2024,18.26,7.090000000000002,11.17
25850,OTM,24-Oct-2024,18.99,7.8199999999999985,11.17
25900,OTM,24-Oct-2024,19.53,8.360000000000001,11.17
25950,OTM,24-Oct-2024,20.4,9.229999999999999,11.17
26000,OTM,24-Oct-2024,21.36,10.19,11.17
26050,OTM,24-Oct-2024,21.86,10.69,11.17
26100,OTM,24-Oct-2024,22.53,11.360000000000001,11.17
26150,OTM,24-Oct-2024,23.29,12.12,11.17
26200,OTM,24-Oct-2024,23.82,12.65,11.17
26250,OTM,24-Oct-2024,24.69,13.520000000000001,11.17
26300,OTM,24-Oct-2024,25.19,14.020000000000001,11.17
26350,OTM,24-Oct-2024,25.93,14.76,11.17
26400,OTM,24-Oct-2024,26.53,15.360000000000001,11.17
26450,OTM,24-Oct-2024,27.26,16.090000000000003,11.17
26500,OTM,24-Oct-2024,27.98,16.810000000000002,11.17
26550,OTM,24-Oct-2024,28.4,17.229999999999997,11.17
26600,OTM,24-Oct-2024,28.95,17.78,11.17
26650,OTM,24-Oct-2024,30.13,18.96,11.17
26700,OTM,24-Oct-2024,30.19,19.020000000000003,11.17
26750,OTM,24-Oct-2024,31.23,20.060000000000002,11.17
26800,OTM,24-Oct-2024,31.57,20.4,11.17
26850,OTM,24-Oct-2024,32.45,21.28,11.17
26900,OTM,24-Oct-2024,32.95,21.78,11.17
26950,OTM,24-Oct-2024,33.63,22.46,11.17
27000,OTM,24-Oct-2024,34.12,22.949999999999996,11.17
27050,OTM,24-Oct-2024,34.79,23.619999999999997,11.17
27100,OTM,24-Oct-2024,35.67,24.5,11.17
27150,OTM,24-Oct-2024,36.13,24.96,11.17
27200,OTM,24-Oct-2024,36.8,25.629999999999995,11.17
27250,OTM,24-Oct-2024,37.89,26.72,11.17
27300,OTM,24-Oct-2024,38.13,26.96,11.17
27350,OTM,24-Oct-2024,38.79,27.619999999999997,11.17
27400,OTM,24-Oct-2024,39.89,28.72,11.17
27450,OTM,24-Oct-2024,40.55,29.379999999999995,11.17
27500,OTM,24-Oct-2024,40.51,29.339999999999996,11.17
27550,OTM,24-Oct-2024,42.08,30.909999999999997,11.17
27600,OTM,24-Oct-2024,42.29,31.119999999999997,11.17
27650,OTM,24-Oct-2024,42.94,31.769999999999996,11.17
27700,OTM,24-Oct-2024,43.59,32.42,11.17
27750,OTM,24-Oct-2024,44.92,33.75,11.17
27800,OTM,24-Oct-2024,45.57,34.4,11.17
27850,OTM,24-Oct-2024,46.0,34.83,11.17
27900,OTM,24-Oct-2024,46.41,35.239999999999995,11.17
27950,OTM,24-Oct-2024,47.05,35.879999999999995,11.17
23500,ITM,26-Dec-2024,10.82,-1.5199999999999996,12.34
24000,ITM,26-Dec-2024,12.57,0.23000000000000043,12.34
24300,ITM,26-Dec-2024,12.31,-0.02999999999999936,12.34
24400,ITM,26-Dec-2024,12.72,0.3800000000000008,12.34
24500,ITM,26-Dec-2024,12.6,0.2599999999999998,12.34
24600,ITM,26-Dec-2024,12.09,-0.25,12.34
24700,ITM,26-Dec-2024,12.64,0.3000000000000007,12.34
24750,ITM,26-Dec-2024,12.62,0.27999999999999936,12.34
24800,ATM,26-Dec-2024,12.34,0.0,12.34
24850,OTM,26-Dec-2024,12.85,0.5099999999999998,12.34
24900,OTM,26-Dec-2024,12.4,0.0600000000000005,12.34
24950,OTM,26-Dec-2024,12.29,-0.05000000000000071,12.34
25000,OTM,26-Dec-2024,12.31,-0.02999999999999936,12.34
25050,OTM,26-Dec-2024,12.21,-0.129999999999999,12.34
25100,OTM,26-Dec-2024,12.16,-0.17999999999999972,12.34
25150,OTM,26-Dec-2024,11.84,-0.5,12.34
25200,OTM,26-Dec-2024,12.01,-0.33000000000000007,12.34
25250,OTM,26-Dec-2024,12.6,0.2599999999999998,12.34
25300,OTM,26-Dec-2024,11.22,-1.1199999999999992,12.34
25350,OTM,26-Dec-2024,11.68,-0.6600000000000001,12.34
25400,OTM,26-Dec-2024,12.0,-0.33999999999999986,12.34
25500,OTM,26-Dec-2024,11.82,-0.5199999999999996,12.34
25600,OTM,26-Dec-2024,11.69,-0.6500000000000004,12.34
25700,OTM,26-Dec-2024,11.52,-0.8200000000000003,12.34
25800,OTM,26-Dec-2024,11.7,-0.6400000000000006,12.34
25900,OTM,26-Dec-2024,11.38,-0.9599999999999991,12.34
26000,OTM,26-Dec-2024,11.51,-0.8300000000000001,12.34
26100,OTM,26-Dec-2024,11.38,-0.9599999999999991,12.34
26200,OTM,26-Dec-2024,11.26,-1.08,12.34
26250,OTM,26-Dec-2024,11.59,-0.75,12.34
26300,OTM,26-Dec-2024,11.48,-0.8599999999999994,12.34
26400,OTM,26-Dec-2024,11.32,-1.0199999999999996,12.34
26500,OTM,26-Dec-2024,11.43,-0.9100000000000001,12.34
26600,OTM,26-Dec-2024,11.24,-1.0999999999999996,12.34
26700,OTM,26-Dec-2024,11.21,-1.129999999999999,12.34
26800,OTM,26-Dec-2024,11.46,-0.879999999999999,12.34
26850,OTM,26-Dec-2024,11.96,-0.379999999999999,12.34
26900,OTM,26-Dec-2024,12.94,0.5999999999999996,12.34
26950,OTM,26-Dec-2024,11.45,-0.8900000000000006,12.34
27000,OTM,26-Dec-2024,11.65,-0.6899999999999995,12.34
27300,OTM,26-Dec-2024,12.12,-0.22000000000000064,12.34
27400,OTM,26-Dec-2024,12.31,-0.02999999999999936,12.34
27500,OTM,26-Dec-2024,12.25,-0.08999999999999986,12.34
27700,OTM,26-Dec-2024,13.01,0.6699999999999999,12.34
27900,OTM,26-Dec-2024,13.01,0.6699999999999999,12.34
28000,OTM,26-Dec-2024,13.52,1.1799999999999997,12.34
29000,OTM,26-Dec-2024,15.48,3.1400000000000006,12.34
30000,OTM,26-Dec-2024,18.07,5.73,12.34
31000,OTM,26-Dec-2024,20.19,7.850000000000001,12.34
23800,ITM,28-Nov-2024,8.35,-3.91,12.26
24000,ITM,28-Nov-2024,12.6,0.33999999999999986,12.26
24150,ITM,28-Nov-2024,13.04,0.7799999999999994,12.26
24200,ITM,28-Nov-2024,12.68,0.41999999999999993,12.26
24300,ITM,28-Nov-2024,12.37,0.10999999999999943,12.26
24350,ITM,28-Nov-2024,14.61,2.3499999999999996,12.26
24400,ITM,28-Nov-2024,12.32,0.0600000000000005,12.26
24450,ITM,28-Nov-2024,12.48,0.22000000000000064,12.26
24500,ITM,28-Nov-2024,12.35,0.08999999999999986,12.26
24550,ITM,28-Nov-2024,12.35,0.08999999999999986,12.26
24600,ITM,28-Nov-2024,12.66,0.40000000000000036,12.26
24650,ITM,28-Nov-2024,12.42,0.16000000000000014,12.26
24700,ITM,28-Nov-2024,12.52,0.2599999999999998,12.26
24750,ITM,28-Nov-2024,12.56,0.3000000000000007,12.26
24800,ATM,28-Nov-2024,12.26,0.0,12.26
24850,OTM,28-Nov-2024,12.3,0.040000000000000924,12.26
24900,OTM,28-Nov-2024,12.13,-0.129999999999999,12.26
24950,OTM,28-Nov-2024,12.4,0.14000000000000057,12.26
25000,OTM,28-Nov-2024,12.1,-0.16000000000000014,12.26
25050,OTM,28-Nov-2024,12.36,0.09999999999999964,12.26
25100,OTM,28-Nov-2024,11.97,-0.28999999999999915,12.26
25150,OTM,28-Nov-2024,11.96,-0.29999999999999893,12.26
25200,OTM,28-Nov-2024,11.86,-0.40000000000000036,12.26
25250,OTM,28-Nov-2024,12.08,-0.17999999999999972,12.26
25300,OTM,28-Nov-2024,11.8,-0.4599999999999991,12.26
25350,OTM,28-Nov-2024,11.74,-0.5199999999999996,12.26
25400,OTM,28-Nov-2024,11.74,-0.5199999999999996,12.26
25450,OTM,28-Nov-2024,11.84,-0.41999999999999993,12.26
25500,OTM,28-Nov-2024,11.62,-0.6400000000000006,12.26
25550,OTM,28-Nov-2024,11.58,-0.6799999999999997,12.26
25600,OTM,28-Nov-2024,11.54,-0.7200000000000006,12.26
25650,OTM,28-Nov-2024,11.65,-0.6099999999999994,12.26
25700,OTM,28-Nov-2024,11.56,-0.6999999999999993,12.26
25750,OTM,28-Nov-2024,11.49,-0.7699999999999996,12.26
25800,OTM,28-Nov-2024,11.53,-0.7300000000000004,12.26
25850,OTM,28-Nov-2024,11.62,-0.6400000000000006,12.26
25900,OTM,28-Nov-2024,11.35,-0.9100000000000001,12.26
25950,OTM,28-Nov-2024,11.35,-0.9100000000000001,12.26
26000,OTM,28-Nov-2024,11.42,-0.8399999999999999,12.26
26050,OTM,28-Nov-2024,11.18,-1.08,12.26
26100,OTM,28-Nov-2024,11.4,-0.8599999999999994,12.26
26150,OTM,28-Nov-2024,11.32,-0.9399999999999995,12.26
26200,OTM,28-Nov-2024,11.38,-0.879999999999999,12.26
26250,OTM,28-Nov-2024,11.5,-0.7599999999999998,12.26
26300,OTM,28-Nov-2024,11.37,-0.8900000000000006,12.26
26350,OTM,28-Nov-2024,11.57,-0.6899999999999995,12.26
26400,OTM,28-Nov-2024,11.53,-0.7300000000000004,12.26
26450,OTM,28-Nov-2024,12.38,0.120000000000001,12.26
26500,OTM,28-Nov-2024,11.67,-0.5899999999999999,12.26
26550,OTM,28-Nov-2024,11.74,-0.5199999999999996,12.26
26600,OTM,28-Nov-2024,11.78,-0.4800000000000004,12.26
26650,OTM,28-Nov-2024,12.16,-0.09999999999999964,12.26
26700,OTM,28-Nov-2024,12.04,-0.22000000000000064,12.26
26750,OTM,28-Nov-2024,12.08,-0.17999999999999972,12.26
26800,OTM,28-Nov-2024,12.16,-0.09999999999999964,12.26
26850,OTM,28-Nov-2024,12.36,0.09999999999999964,12.26
26900,OTM,28-Nov-2024,12.36,0.09999999999999964,12.26
26950,OTM,28-Nov-2024,12.6,0.33999999999999986,12.26
27000,OTM,28-Nov-2024,12.83,0.5700000000000003,12.26
27150,OTM,28-Nov-2024,13.04,0.7799999999999994,12.26
27200,OTM,28-Nov-2024,13.64,1.3800000000000008,12.26
27250,OTM,28-Nov-2024,13.78,1.5199999999999996,12.26
27300,OTM,28-Nov-2024,13.8,1.540000000000001,12.26
27350,OTM,28-Nov-2024,13.85,1.5899999999999999,12.26
27400,OTM,28-Nov-2024,14.12,1.8599999999999994,12.26
27450,OTM,28-Nov-2024,14.39,2.130000000000001,12.26
27500,OTM,28-Nov-2024,14.5,2.24,12.26
27550,OTM,28-Nov-2024,14.47,2.210000000000001,12.26
27600,OTM,28-Nov-2024,15.0,2.74,12.26
27700,OTM,28-Nov-2024,15.48,3.2200000000000006,12.26
27750,OTM,28-Nov-2024,15.42,3.16,12.26
27800,OTM,28-Nov-2024,15.15,2.8900000000000006,12.26
27950,OTM,28-Nov-2024,16.08,3.8199999999999985,12.26
22300,ITM,31-Oct-2024,30.98,19.82,11.16
22450,ITM,31-Oct-2024,37.5,26.34,11.16
24050,ITM,31-Oct-2024,13.92,2.76,11.16
24100,ITM,31-Oct-2024,11.56,0.40000000000000036,11.16
24200,ITM,31-Oct-2024,11.39,0.23000000000000043,11.16
24250,ITM,31-Oct-2024,7.7,-3.46,11.16
24300,ITM,31-Oct-2024,13.41,2.25,11.16
24350,ITM,31-Oct-2024,12.57,1.4100000000000001,11.16
24400,ITM,31-Oct-2024,11.47,0.3100000000000005,11.16
24450,ITM,31-Oct-2024,10.75,-0.41000000000000014,11.16
24500,ITM,31-Oct-2024,11.09,-0.07000000000000028,11.16
24550,ITM,31-Oct-2024,11.63,0.47000000000000064,11.16
24600,ITM,31-Oct-2024,11.42,0.2599999999999998,11.16
24650,ITM,31-Oct-2024,11.26,0.09999999999999964,11.16
24700,ITM,31-Oct-2024,11.31,0.15000000000000036,11.16
24750,ITM,31-Oct-2024,11.22,0.0600000000000005,11.16
24800,ATM,31-Oct-2024,11.16,0.0,11.16
24850,OTM,31-Oct-2024,11.23,0.07000000000000028,11.16
24900,OTM,31-Oct-2024,11.19,0.02999999999999936,11.16
24950,OTM,31-Oct-2024,11.13,-0.02999999999999936,11.16
25000,OTM,31-Oct-2024,11.15,-0.009999999999999787,11.16
25050,OTM,31-Oct-2024,11.19,0.02999999999999936,11.16
25100,OTM,31-Oct-2024,11.12,-0.040000000000000924,11.16
25150,OTM,31-Oct-2024,11.21,0.05000000000000071,11.16
25200,OTM,31-Oct-2024,11.13,-0.02999999999999936,11.16
25250,OTM,31-Oct-2024,11.25,0.08999999999999986,11.16
25300,OTM,31-Oct-2024,11.25,0.08999999999999986,11.16
25350,OTM,31-Oct-2024,11.24,0.08000000000000007,11.16
25400,OTM,31-Oct-2024,11.38,0.22000000000000064,11.16
25450,OTM,31-Oct-2024,11.46,0.3000000000000007,11.16
25500,OTM,31-Oct-2024,11.6,0.4399999999999995,11.16
25550,OTM,31-Oct-2024,11.7,0.5399999999999991,11.16
25600,OTM,31-Oct-2024,11.84,0.6799999999999997,11.16
25650,OTM,31-Oct-2024,12.03,0.8699999999999992,11.16
25700,OTM,31-Oct-2024,12.24,1.08,11.16
25750,OTM,31-Oct-2024,12.44,1.2799999999999994,11.16
25800,OTM,31-Oct-2024,12.62,1.459999999999999,11.16
25850,OTM,31-Oct-2024,12.94,1.7799999999999994,11.16
25900,OTM,31-Oct-2024,13.27,2.1099999999999994,11.16
25950,OTM,31-Oct-2024,13.58,2.42,11.16
26000,OTM,31-Oct-2024,13.82,2.66,11.16
26050,OTM,31-Oct-2024,14.22,3.0600000000000005,11.16
26100,OTM,31-Oct-2024,14.42,3.26,11.16
26150,OTM,31-Oct-2024,14.82,3.66,11.16
26200,OTM,31-Oct-2024,14.93,3.7699999999999996,11.16
26250,OTM,31-Oct-2024,15.37,4.209999999999999,11.16
26300,OTM,31-Oct-2024,15.54,4.379999999999999,11.16
26350,OTM,31-Oct-2024,16.09,4.93,11.16
26400,OTM,31-Oct-2024,16.32,5.16,11.16
26450,OTM,31-Oct-2024,16.84,5.68,11.16
26500,OTM,31-Oct-2024,17.08,5.919999999999998,11.16
26550,OTM,31-Oct-2024,17.59,6.43,11.16
26600,OTM,31-Oct-2024,17.92,6.760000000000002,11.16
26650,OTM,31-Oct-2024,18.39,7.23,11.16
26700,OTM,31-Oct-2024,18.51,7.350000000000001,11.16
26750,OTM,31-Oct-2024,19.06,7.899999999999999,11.16
26800,OTM,31-Oct-2024,19.4,8.239999999999998,11.16
26850,OTM,31-Oct-2024,19.55,8.39,11.16
26900,OTM,31-Oct-2024,19.87,8.71,11.16
26950,OTM,31-Oct-2024,20.33,9.169999999999998,11.16
27000,OTM,31-Oct-2024,20.89,9.73,11.16
27050,OTM,31-Oct-2024,20.9,9.739999999999998,11.16
27100,OTM,31-Oct-2024,21.25,10.09,11.16
27150,OTM,31-Oct-2024,21.17,10.010000000000002,11.16
27200,OTM,31-Oct-2024,21.81,10.649999999999999,11.16
27250,OTM,31-Oct-2024,22.39,11.23,11.16
27300,OTM,31-Oct-2024,22.54,11.379999999999999,11.16
27400,OTM,31-Oct-2024,23.19,12.030000000000001,11.16
27450,OTM,31-Oct-2024,24.48,13.32,11.16
27500,OTM,31-Oct-2024,23.96,12.8,11.16
27550,OTM,31-Oct-2024,24.2,13.04,11.16
27700,OTM,31-Oct-2024,25.34,14.18,11.16
27750,OTM,31-Oct-2024,25.94,14.780000000000001,11.16
27800,OTM,31-Oct-2024,26.46,15.3,11.16
27850,OTM,31-Oct-2024,26.69,15.530000000000001,11.16
27900,OTM,31-Oct-2024,27.14,15.98,11.16
27950,OTM,31-Oct-2024,27.28,16.12,11.16
